Campus Safety and Security Survey; 2013,Office of Postsecondary Education,http://catalog.data.gov/dataset/campus-safety-and-security-survey-2013,The Campus Safety and Security Survey  2013 (CSSS 2013)  is a data collection that is part of the Campus Safety and Security Survey (CSSS) program; program data is available since 2005 at <https://ope.ed.gov/security/GetDownloadFile.aspx>. CSSS 2013 (https://ope.ed.gov/security/) was a cross-sectional survey that collected information required for benefits about crime  criminal activity  and fire safety at postsecondary institutions in the United States. The collection was conducted through a web-based data entry system utilized by postsecondary institutions. All postsecondary institutions participating in Title IV funding were sampled. The collection's response rate was 100 percent. Key statistics produced from CSSS 2013 were on the number and types of crimes committed at responding postsecondary institutions and the number of fires on institution property.,1013,Postsecondary institutions;Crime;Campus safety;Fire safety;Number of fires;Title IV;Funding;Financial aid;Clery Act;Higher Education Act of 1965;Higher Education Opportunity Act of 2008;Office of Postsecondary Education
Food Price Outlook,Economic Research Service  Department of Agriculture,http://catalog.data.gov/dataset/food-price-outlook,The Consumer Price Index (CPI) for food is a component of the all-items CPI. The CPI measures the average change over time in the prices paid by urban consumers for a representative market basket of consumer goods and services. While the all-items CPI measures the price changes for all consumer goods and services  including food  the CPI for food measures the changes in the retail prices of food items only.,888,CPI;Consumer Price Index;food price inflation;food price outlook;food-at-home;food-away-from-home;grocery store;restaurant;retail food prices;wholesale food prices
Community Health Status Indicators (CHSI) to Combat Obesity; Heart Disease and Cancer,Centers for Disease Control and Prevention,http://catalog.data.gov/dataset/community-health-status-indicators-chsi-to-combat-obesity-heart-disease-and-cancer,<p>Community Health Status Indicators (CHSI) to combat obesity  heart disease  and cancer are major components of the Community Health Data Initiative.  This dataset provides key health indicators for local communities and encourages dialogue about actions that can be taken to improve community health (e.g.  obesity  heart disease  cancer). The CHSI report and dataset was designed not only for public health professionals but also for members of the community who are interested in the health of their community. The CHSI report contains over 200 measures for each of the 3 141 United States counties. Although CHSI presents indicators like deaths due to heart disease and cancer  it is imperative to understand that behavioral factors such as obesity  tobacco use  diet  physical activity  alcohol and drug use  sexual behavior and others substantially contribute to these deaths.</p> ,-1,access;behaviors;cancer;chsi;community;community health;cost;data;disease;environments;factors;health;heart;indicators;interventions;life expectancy;measurable;mortality;obesity;performance;prevalence;quality;risk;socioeconomic;warehouse
Statistical Abstract of the United States,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/statistical-abstract-of-the-united-states,First published in 1878  the Statistical Abstract serves as the official federal summary of statistics and provides over 1 400 tables of benchmark measures on the demographic  housing  social  political  and economic condition of the United States.,1793,Accommodation;Agriculture;Arts;Banking;Births;Business Enterprise;Construction and Housing;Courts;Deaths;Education;Elections;Employment;Energy and Utilities;Expenditures;Federal Government Finances and Employment;Finance;Fishing;Food Services;Foreign Commerce and Aid;Forestry;Geography and Environment;Health and Nutrition;Income;Information and Communications;International Statistics;Labor Force;Law Enforcement;Manufactures;Marriages;National Security and Veterans Affairs;Population;Poverty;Prices;Puerto Rico and the Island Areas;Recreation;Science and Technology;Social Insurance and Human Services;State and Local Government Finances and Employment;Statistics;Transportation;Wholesale and Retail Trade;and Divorces;and Earnings;and Insurance;and Mining;and Other Services;and Prisons;and Travel;and Wealth
My Brother's Keeper Key Statistical Indicators on Boys and Men of Color,National Center for Education Statistics,http://catalog.data.gov/dataset/my-brothers-keeper-key-statistical-indicators-on-boys-and-men-of-color,My Brother's Keeper (MBK) initiative is an interagency effort to improve measurably the expected educational and life outcomes for and address the persistent opportunity gaps faced by boys and young men of color (including African Americans  Hispanic Americans  and Native Americans). The MBK Task Force coordinates a Federal effort to improve significantly the expected life outcomes for boys and young men of color and their contributions to U.S. prosperity. The MBK Task Force collaborated with the Interagency Forum on Child and Family Statistics and federal statistical agencies to pull together new statistics for key indicators - derived from existing  publicly available datasets - cross tabulated for race and gender for the first time. These statistics are highlighted in the MBK Task Force May 2014 report and are posted on MBK.ed.gov.,434,My Brother's Keeper;Race;Gender;Civil rights;Schools;Students;Elementary and secondary education;Advanced Placement enrollment;Student discipline;College enrollment;Adolescent Births;Asthma;Child poverty;Diet quality;Homicide;Imprisonment;Juvenile correction facilities;Victims of crimes
Accidental Drug Related Deaths  2012-June 2017,data.ct.gov,http://catalog.data.gov/dataset/accidental-drug-related-deaths-january-2012-sept-2015,"A listing of each accidental death associated with drug overdose in Connecticut from 2012 to June 2017. A ""Y"" value under the different substance columns indicates that particular substance was detected.    Data are derived from an investigation by the Office of the Chief Medical Examiner which includes the toxicity report  death certificate  as well as a scene investigation.    The “Morphine (Not Heroin)” values are related to the differences between how Morphine and Heroin are metabolized and therefor detected in the toxicity results. Heroin metabolizes to 6-MAM which then metabolizes to morphine.  6-MAM is unique to heroin  and has a short half-life (as does heroin itself). Thus  in some heroin deaths  the toxicity results will not indicate whether the morphine is from heroin or prescription morphine. In these cases the Medical Examiner may be able to determine the cause based on the scene investigation (such as  finding heroin needles). If they find prescription morphine at the scene it is certified as “Morphine (not heroin).”  Therefor  the Cause of Death may indicate Morphine  but the Heroin or Morphine (Not Heroin) may not be indicated.     “Any Opioid” – If the Medical Examiner cannot conclude whether it’s RX Morphine or heroin based morphine in the toxicity results  that column may be checked",1161,death;drug;overdose;heroin;opioid;substance abuse
Agency Data on User Facilities,National Aeronautics and Space Administration,http://catalog.data.gov/dataset/agency-data-on-user-facilities,The purpose of the Aerospace Technical Facility Inventory is to facilitate the sharing of specialized capabilities within the aerospace research/engineering community primarily within NASA  but also throughout the nation and the entire world. A second use is to assist in answering questions regarding NASA capabilities for future missions or various alternative scenarios regarding mission support to help the Agency maintain the right set of assets.,6901,Lab;Laboratory;Facility
Farmers Markets Directory and Geographic Data,Agricultural Marketing Service  Department of Agriculture,http://catalog.data.gov/dataset/farmers-markets-geographic-data,Longitude and latitude  state  address  name  and zip code of Farmers Markets in the United States,1466,Baked Goods;Butter;Cheese;Crafts;Dairy;Direct to Consumer;Farmers Markets;Flowers;Fresh Fruit;Herbs;Honey;Local Food;Maple;Meat;Nuts;Organic;Plants;Prepared Food;Preserves;Processed Food;Seafood;Vegetables;Yogurt
Electronic Official Personnel Folder (eOPF),U.S. Office of Personnel Management,http://catalog.data.gov/dataset/electronic-official-personnel-folder-eopf,The Electronic Official Personnel Folder (eOPF) is an electronic version of the paper OPF  providing Web-enabled access for federal employees and human resources (HR) staff to view eOPF documents. The Official Personnel Folder (OPF) contains records that cover a civilian federal employee's employment history.,-1,Electronic Official Personnel Folder;OPF;Official Personnel Folder;eOPF;personnel folder
Population Estimates,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/population-estimates,The program publishes estimates of the population by age  sex  race  and Hispanic origin for the nation  states  and counties. It also provides estimates of the total population for functioning governmental units.,1844,Demographic;Hispanic origin;age;annual rates;births;civilian noninstitutionalized;civilian population;components of change;deaths;demographic characteristics;domestic migration;estimates;estimates base;group quarters;internal migration;international migration;migration;natural increase;numeric change;percent change;population;population change;race;ranking;resident population;residual;sex
Storm Prediction Report,National Weather Service  Department of Commerce,http://catalog.data.gov/dataset/storm-prediction-report,The National Weather Service Storm Prediction Center (SPC) provides daily RSS feeds summarizing today's latest information about tornado and severe thunderstorm watches  mesoscale discussions  convective day 1-3 outlooks  and fire weather outlooks.  Although available to all  the data provided may be of particular value to weather professionals and students of meteorological sciences.,2022,National RADAR;Product Archive;alerts;convective outlooks;environment;federal data download;federal datasets;fire weather outlooks;funnel;hail reports;monitoring and forecasting severe weather;national;severe weather;severe weather watches;storm reports;thunderstorm;tornado;tornao reports;twister;warnings;watch and warning map;watches;wind reports
Statistics of U.S. Businesses (SUSB),US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/statistics-of-us-businesses-susb,Annual series that provides national and subnational data on the distribution of economic data by enterprise size and industry. SUSB covers most of the country's economic activity. The series excludes data on nonemployer businesses  private households  railroads  agricultural production  and most government entities.,921,Accommodation;Administrative;Agriculture;Art;Assistance;Care;Companies;Construction;Educational;Entertainment;Estate;Extraction;Finance;Fishing;Food;Forestry;Gas;Health;Hunting;Information;Insurance;Leasing;MSA;Management;Manufacturing;Mining;NAICS;Oil;Professional;Quarrying;Real;Recreation;Remediation;Rental;Retail;SUSB;Scientific;Services;Social;Support;Technical;Trade;Transportation;US;Utilities;Warehousing;Waste;Wholesale;american;annual;births;business;classification;contraction;county;deaths;employee;employment;enterprise;establishment;expansion;firms;geographic;geography;industry;north;payroll;size;states;statistics;trade
Youth Tobacco Survey (YTS) Data,Centers for Disease Control and Prevention,http://catalog.data.gov/dataset/youth-tobacco-survey-yts-data,<p>1999-2016.  Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System.  YTS Data.  The YTS was developed to provide states with comprehensive data on both middle school and high school students regarding tobacco use  exposure to environmental tobacco smoke  smoking cessation  school curriculum  minors' ability to purchase or otherwise obtain tobacco products  knowledge and attitudes about tobacco  and familiarity with pro-tobacco and anti-tobacco media messages.  The YTS uses a two-stage cluster sample design to produce representative samples of students in middle schools (grades 6â8) and high schools (grades 9â12).  The data for the STATE System were extracted from Youth Tobacco Surveys from participating states.  Tobacco topics included are cigarette smoking prevalence  cigarette smoking frequency  smokeless tobacco products prevalence and quit attempts.</p> ,2292,cessation;cigarette;cigarette use;current;ever;frequent;high school;middle school;office on smoking and health;osh;prevalence;quit;quit attempt;smokeless;smoker;smoking;smoking status;state system;survey;tobacco;tobacco use;youth
